Last_Updat,Age_F_Less,Age_F_01_0,Age_F_10_1,Age_F_20_2,Age_F_30_3,Age_F_40_4,Age_F_50_5,Age_F_60_6,Age_F_70_7,Age_F_80Pl,Age_F_Unk,Age_M_Less,Age_M_01_0,Age_M_10_1,Age_M_20_2,Age_M_30_3,Age_M_40_4,Age_M_50_5,Age_M_60_6,Age_M_70_7,Age_M_80Pl,Age_M_Unk,Age_Ttl_Le,Age_Ttl_01,Age_Ttl_10,Age_Ttl_20,Age_Ttl_30,Age_Ttl_40,Age_Ttl_50,Age_Ttl_60,Age_Ttl_70,Age_Ttl_80,Age_Ttl_Un,Sex_Ttl_F,Sex_Ttl_M,Sex_Ttl_Un,Race_Asian,Race_Black,Race_White,Race_Other,Race_Unk,Eth_Non_Hi,Eth_Hispan,Eth_Unk,FID,Record_Status,AmerIndAska,PacificIslander
2021/07/27 21:00:00+00,252,1882,4868,11948,9074,6554,4874,2848,1475,1104,0,304,1942,4424,10829,9084,6469,4866,2846,1286,674,0,561,3848,9321,22893,18228,13065,9774,5705,2768,1783,0,44879,42724,343,3.031,7.513,55.076,14.027,19.822,36.795,42.319,20.886,478,Past,0.395,0.136
2021/07/28 21:00:00+00,252,1890,4892,12012,9119,6588,4893,2863,1483,1106,3,307,1960,4458,10891,9143,6507,4890,2857,1293,678,2,564,3874,9379,23024,18332,13138,9817,5731,2783,1789,5,45101,42986,349,3.032,7.513,55.017,14.027,19.825,36.796,42.316,20.889,479,Past,0.396,0.136
2021/07/29 21:00:00+00,255,1908,4922,12055,9165,6631,4907,2875,1492,1115,0,309,1978,4493,10938,9184,6544,4912,2871,1298,682,0,569,3910,9445,23115,18419,13220,9852,5758,2797,1802,0,45325,43209,353,3.033,7.504,55.101,14.015,19.814,36.807,42.307,20.886,480,Past,0.398,0.135
2021/07/30 21:00:00+00,258,1929,4962,12145,9223,6671,4920,2888,1502,1117,0,309,1988,4526,11003,9250,6579,4935,2884,1301,686,0,572,3942,9518,23272,18543,13295,9889,5784,2810,1808,0,45615,43461,343,3,7.5,55.1,14,19.8,36.9,42.3,20.9,481,Past,0.4,0.1
2021/07/31 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,Past,,
2021/08/01 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,Past,,
2021/08/02 21:00:00+00,258,1950,5011,12250,9289,6712,4953,2908,1508,1125,0,310,2009,4577,11100,9322,6625,4961,2894,1309,689,0,573,3984,9618,23477,18685,13384,9948,5814,2824,1819,0,45964,43796,366,3.028,7.542,55.12,13.981,19.794,36.877,42.254,20.869,484,Past,0.4,0.135
2021/08/03 21:00:00+00,260,1976,5063,12315,9359,6753,4974,2917,1515,1130,0,312,2021,4616,11182,9398,6661,4991,2909,1317,692,0,577,4023,9709,23623,18831,13461,9999,5838,2839,1827,0,46262,44099,366,3.038,7.554,55.107,13.978,19.789,36.901,42.228,20.871,485,Past,0.399,0.134
2021/08/04 21:00:00+00,261,2007,5093,12394,9414,6782,4997,2926,1522,1131,0,313,2039,4653,11237,9473,6690,5015,2923,1321,694,0,579,4073,9776,23757,18962,13519,10046,5862,2850,1830,0,46527,44358,369,3.035,7.55,55.114,13.981,19.784,36.921,42.211,20.868,486,Past,0.403,0.134
2021/08/05 21:00:00+00,266,2027,5131,12482,9480,6825,5023,2940,1530,1140,0,318,2069,4697,11319,9544,6729,5041,2936,1327,695,0,589,4123,9859,23929,19102,13601,10098,5889,2864,1840,0,46844,44675,375,3.031,7.549,55.131,13.965,19.786,36.937,42.181,20.882,487,Past,0.404,0.134
2021/08/06 21:00:00+00,269,2041,5155,12546,9537,6861,5042,2950,1535,1143,0,320,2082,4722,11381,9599,6753,5065,2953,1332,696,0,594,4151,9909,24055,19213,13663,10142,5916,2874,1844,0,47079,44903,379,3.032,7.553,55.138,13.964,19.771,36.964,42.152,20.884,488,Past,0.408,0.134
2021/08/07 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,Past,,
2021/08/08 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,Past,,
2021/08/09 21:00:00+00,270,2053,5177,12603,9580,6897,5062,2966,1540,1143,0,321,2098,4749,11429,9666,6784,5089,2961,1334,702,0,596,4179,9958,24161,19325,13730,10186,5940,2881,1850,0,47291,45133,382,3.032,7.562,55.155,13.949,19.762,36.982,42.141,20.877,491,Past,0.407,0.134
2021/08/10 21:00:00+00,274,2072,5203,12693,9654,6930,5084,2977,1546,1147,0,324,2131,4774,11499,9738,6824,5119,2975,1338,704,0,603,4231,10009,24321,19471,13803,10239,5965,2891,1856,0,47580,45426,383,3.033,7.56,55.168,13.936,19.761,36.982,42.134,20.884,492,Past,0.408,0.133
2021/08/11 21:00:00+00,274,2086,5233,12764,9707,6971,5107,2997,1553,1149,0,326,2147,4798,11562,9801,6862,5144,2997,1348,710,0,605,4261,10064,24455,19586,13884,10287,6008,2908,1864,0,47841,45695,386,3.038,7.556,55.177,13.924,19.765,36.98,42.099,20.921,493,Past,0.407,0.133
2021/08/12 21:00:00+00,278,2102,5257,12831,9747,7008,5126,3014,1559,1152,0,332,2159,4832,11623,9852,6896,5165,3011,1355,712,0,615,4289,10122,24585,19677,13956,10327,6039,2921,1869,0,48074,45937,389,3.033,7.567,55.165,13.921,19.773,36.98,42.073,20.947,494,Past,0.409,0.133
2021/08/13 21:00:00+00,278,2128,5300,12912,9810,7060,5162,3032,1566,1156,0,336,2182,4859,11696,9928,6951,5192,3028,1365,718,0,619,4338,10192,24740,19816,14065,10393,6074,2938,1879,0,48404,46255,395,3.029,7.584,55.171,13.905,19.771,37.006,42.043,20.951,495,Past,0.408,0.133
2021/08/14 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,Past,,
2021/08/15 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,Past,,
2021/08/16 21:00:00+00,284,2159,5353,13030,9908,7113,5207,3061,1575,1158,0,343,2218,4926,11807,10042,7035,5243,3051,1373,722,0,632,4406,10312,24972,20028,14203,10490,6126,2955,1885,0,48848,46760,401,3.025,7.588,55.174,13.897,19.776,37.013,42.034,20.953,498,Past,0.407,0.132
2021/08/17 21:00:00+00,287,2179,5397,13109,9974,7163,5239,3073,1590,1159,0,347,2245,4963,11885,10106,7080,5273,3083,1381,727,0,639,4453,10393,25131,20162,14297,10553,6171,2978,1891,0,49170,47090,408,3.021,7.61,55.161,13.884,19.785,37.045,41.98,20.975,499,Past,0.407,0.132
2021/08/18 21:00:00+00,292,2216,5460,13216,10071,7217,5266,3095,1597,1161,0,354,2280,5006,11981,10192,7149,5312,3106,1395,730,0,652,4525,10501,25334,20348,14424,10620,6216,2999,1896,0,49591,47505,419,3.018,7.622,55.166,13.878,19.778,37.068,41.958,20.974,500,Past,0.406,0.132
2021/08/19 21:00:00+00,295,2234,5498,13302,10156,7271,5297,3108,1600,1166,0,365,2315,5044,12081,10276,7199,5360,3134,1400,732,0,666,4578,10577,25521,20520,14528,10699,6257,3007,1903,0,49927,47906,423,3.016,7.637,55.164,13.862,19.783,37.094,41.899,21.006,501,Past,0.407,0.132
2021/08/20 21:00:00+00,298,2257,5543,13401,10233,7317,5332,3133,1609,1170,0,374,2345,5085,12170,10367,7252,5401,3154,1406,733,0,679,4631,10664,25711,20689,14627,10775,6303,3022,1908,0,50293,48287,429,3.018,7.664,55.149,13.852,19.78,37.125,41.852,21.023,502,Past,0.406,0.131
2021/08/21 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,Past,,
2021/08/22 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,Past,,
2021/08/23 21:00:00+00,307,2296,5597,13484,10297,7368,5365,3155,1614,1174,0,374,2373,5135,12251,10434,7302,5434,3170,1411,737,0,688,4698,10772,25877,20825,14728,10840,6341,3032,1916,0,50657,48621,439,3.014,7.667,55.15,13.848,19.784,37.132,41.821,21.047,505,Past,0.406,0.131
2021/08/24 21:00:00+00,312,2333,5649,13540,10363,7422,5393,3176,1627,1180,0,379,2394,5177,12302,10489,7339,5460,3194,1422,739,0,698,4757,10866,25991,20949,14820,10894,6386,3056,1924,0,50995,48895,451,3.009,7.689,55.135,13.841,19.788,37.163,41.777,21.061,506,Past,0.408,0.131
2021/08/25 21:00:00+00,314,2361,5701,13604,10419,7461,5421,3197,1633,1183,0,383,2409,5223,12391,10567,7383,5493,3212,1423,741,0,704,4800,10965,26144,21082,14904,10957,6426,3064,1930,0,51294,49225,457,3.003,7.704,55.135,13.831,19.79,37.194,41.723,21.083,507,Past,0.407,0.13
2021/08/26 21:00:00+00,318,2383,5729,13668,10471,7500,5458,3214,1635,1187,0,388,2435,5262,12454,10641,7429,5528,3236,1431,743,0,714,4850,11033,26272,21210,14991,11029,6467,3074,1936,0,51563,49547,466,2.998,7.712,55.143,13.834,19.778,37.212,41.698,21.09,508,Past,0.406,0.13
2021/08/27 21:00:00+00,320,2430,5786,13736,10527,7552,5502,3232,1648,1196,0,394,2481,5298,12502,10709,7475,5570,3269,1439,748,0,722,4943,11126,26388,21334,15090,11116,6519,3095,1950,0,51929,49885,469,2.995,7.726,55.145,13.828,19.771,37.225,41.646,21.129,509,Past,0.405,0.13
2021/08/28 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,Past,,
2021/08/29 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,Past,,
2021/08/30 21:00:00+00,325,2473,5845,13844,10616,7608,5545,3249,1665,1202,0,401,2535,5352,12600,10794,7526,5617,3295,1447,752,0,734,5041,11239,26595,21510,15200,11207,6563,3120,1960,0,52372,50319,478,2.996,7.755,55.108,13.821,19.789,37.237,41.569,21.194,512,Past,0.403,0.129
2021/08/31 21:00:00+00,328,2509,5891,13929,10676,7659,5572,3268,1673,1204,0,408,2574,5389,12682,10875,7583,5663,3311,1454,756,0,744,5118,11325,26763,21653,15308,11280,6600,3136,1966,0,52709,50695,489,3.001,7.77,55.105,13.803,19.79,37.26,41.529,21.211,513,Past,0.402,0.129
2021/09/01 21:00:00+00,334,2544,5940,13995,10735,7697,5599,3278,1681,1208,0,412,2610,5437,12740,10937,7635,5691,3341,1466,760,0,754,5189,11422,26886,21775,15398,11335,6641,3156,1974,0,53011,51029,490,2.999,7.785,55.065,13.803,19.817,37.245,41.505,21.25,514,Past,0.401,0.128
2021/09/02 21:00:00+00,336,2574,5984,14070,10806,7736,5623,3302,1688,1213,0,420,2635,5487,12818,11039,7692,5726,3364,1479,763,0,764,5245,11517,27038,21950,15494,11396,6688,3176,1982,0,53332,51423,495,3.001,7.778,55.082,13.788,19.823,37.253,41.483,21.264,515,Past,0.4,0.128
2021/09/03 21:00:00+00,341,2625,6041,14135,10881,7782,5649,3319,1694,1217,0,426,2680,5547,12886,11109,7748,5760,3389,1489,767,0,775,5341,11638,27175,22097,15596,11455,6729,3192,1990,0,53684,51801,503,3.006,7.781,55.076,13.779,19.831,37.255,41.466,21.279,516,Past,0.399,0.128
2021/09/04 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,Past,,
2021/09/05 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,Past,,
2021/09/06 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,Past,,
2021/09/07 21:00:00+00,347,2693,6131,14261,10993,7862,5696,3360,1707,1224,0,431,2765,5656,13010,11248,7845,5811,3415,1502,776,0,786,5498,11836,27429,22351,15774,11554,6796,3218,2006,0,54274,52459,515,3.004,7.807,55.049,13.764,19.847,37.271,41.442,21.287,520,Past,0.401,0.127
2021/09/08 21:00:00+00,350,2735,6188,14319,11045,7908,5723,3373,1716,1231,0,434,2805,5703,13084,11316,7893,5837,3433,1508,777,0,792,5580,11941,27563,22471,15868,11606,6827,3233,2014,0,54588,52790,517,3.008,7.817,55.053,13.756,19.839,37.297,41.418,21.284,521,Past,0.4,0.127
2021/09/09 21:00:00+00,356,2779,6271,14455,11153,7978,5767,3413,1732,1242,0,440,2864,5772,13169,11411,7948,5885,3461,1524,786,0,804,5683,12095,27786,22674,15996,11699,6896,3265,2034,0,55146,53260,526,2.995,7.818,55.038,13.764,19.858,37.283,41.385,21.332,522,Past,0.399,0.128
2021/09/10 21:00:00+00,359,2824,6336,14537,11229,8035,5795,3431,1741,1250,0,442,2915,5826,13230,11461,7995,5917,3475,1530,790,0,809,5780,12214,27929,22800,16101,11758,6928,3280,2046,0,55537,53581,527,2.997,7.824,55.046,13.736,19.872,37.319,41.328,21.354,523,Past,0.398,0.127
2021/09/11 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,Past,,
2021/09/12 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,Past,,
2021/09/13 21:00:00+00,361,2844,6368,14582,11269,8057,5817,3441,1748,1256,0,443,2943,5863,13267,11489,8014,5937,3484,1538,795,0,812,5827,12286,28015,22872,16145,11801,6947,3295,2057,0,55743,53773,541,2.997,7.856,55.031,13.709,19.879,37.362,41.26,21.379,526,Past,0.4,0.127
2021/09/14 21:00:00+00,362,2880,6435,14662,11321,8099,5854,3462,1759,1260,0,448,2983,5921,13332,11563,8046,5963,3496,1546,798,0,818,5904,12412,28160,22998,16219,11864,6980,3314,2064,0,56094,54096,543,2.997,7.879,55.001,13.71,19.887,37.384,41.209,21.407,527,Past,0.399,0.127
2021/09/15 21:00:00+00,369,2914,6485,14726,11380,8152,5880,3480,1771,1263,0,453,3026,5969,13383,11616,8097,5977,3515,1559,804,0,830,5980,12510,28275,23110,16322,11904,7017,3340,2073,0,56420,54399,542,2.999,7.885,55.014,13.69,19.889,37.416,41.14,21.444,528,Past,0.398,0.126
2021/09/16 21:00:00+00,372,2935,6509,14752,11413,8172,5893,3493,1776,1269,0,455,3042,5996,13409,11654,8118,5994,3524,1562,805,0,835,6019,12564,28331,23184,16366,11934,7040,3348,2080,0,56584,54559,558,3.003,7.888,55.004,13.684,19.898,37.438,41.093,21.469,529,Past,0.397,0.128
2021/09/17 21:00:00+00,372,2963,6531,14806,11458,8196,5908,3504,1778,1273,0,458,3058,6019,13461,11702,8138,6008,3527,1567,805,0,838,6063,12609,28436,23277,16410,11963,7054,3355,2084,0,56789,54743,557,3.01,7.898,55.013,13.668,19.888,37.48,41.043,21.477,530,Past,0.396,0.128
2021/09/18 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,Past,,
2021/09/19 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,Past,,
2021/09/20 21:00:00+00,372,2991,6572,14858,11511,8233,5924,3519,1782,1275,0,460,3093,6054,13517,11753,8186,6032,3548,1575,806,0,840,6126,12686,28545,23381,16494,12003,7091,3367,2087,0,57037,55024,559,3.01,7.907,55.024,13.635,19.902,37.56,40.951,21.489,533,Past,0.395,0.127
2021/09/21 21:00:00+00,373,3015,6612,14911,11565,8267,5947,3527,1788,1279,0,462,3121,6088,13577,11802,8229,6060,3560,1578,809,0,843,6178,12760,28658,23484,16573,12055,7111,3376,2094,0,57284,55286,562,3.011,7.921,55.037,13.619,19.891,37.59,40.906,21.504,534,Past,0.394,0.127
2021/09/22 21:00:00+00,374,3042,6644,14947,11596,8295,5962,3539,1793,1281,0,466,3142,6116,13606,11828,8258,6073,3571,1582,811,0,848,6226,12821,28723,23541,16631,12083,7134,3385,2098,0,57473,55453,564,3.017,7.931,55.044,13.606,19.88,37.631,40.87,21.499,535,Past,0.395,0.127
2021/09/23 21:00:00+00,377,3053,6660,14970,11627,8308,5970,3545,1795,1283,0,467,3157,6131,13639,11852,8279,6083,3581,1584,813,0,852,6254,12852,28780,23597,16666,12101,7150,3389,2102,0,57588,55586,569,3.03,7.95,55.049,13.573,19.877,37.671,40.797,21.532,536,Past,0.396,0.126
2021/09/24 21:00:00+00,380,3067,6683,14995,11661,8323,5985,3553,1799,1283,0,470,3181,6158,13675,11888,8295,6099,3592,1589,813,0,858,6293,12902,28841,23668,16697,12132,7169,3398,2102,0,57729,55760,571,3.046,7.954,55.077,13.552,19.849,37.717,40.731,21.552,537,Past,0.396,0.126
2021/09/25 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,Past,,
2021/09/26 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,Past,,
2021/09/27 21:00:00+00,382,3088,6700,15026,11692,8342,5997,3563,1803,1284,0,470,3204,6174,13710,11927,8317,6108,3598,1598,817,0,861,6338,12935,28907,23738,16739,12153,7185,3411,2107,0,57877,55923,574,3.044,7.955,55.088,13.553,19.837,37.742,40.704,21.554,540,Past,0.397,0.126
2021/09/28 21:00:00+00,383,3102,6727,15059,11733,8373,6014,3576,1811,1285,0,471,3223,6213,13749,11965,8338,6130,3614,1606,817,0,863,6371,13001,28979,23818,16792,12193,7214,3427,2108,0,58063,56126,577,3.041,7.959,55.09,13.542,19.844,37.777,40.658,21.565,541,Past,0.398,0.125
2021/09/29 21:00:00+00,387,3121,6753,15097,11771,8400,6024,3584,1815,1287,0,473,3247,6234,13774,11993,8367,6150,3625,1611,817,0,869,6414,13048,29043,23884,16848,12223,7233,3436,2110,0,58239,56291,578,3.046,7.98,55.078,13.522,19.852,37.815,40.59,21.595,542,Past,0.397,0.125
2021/09/30 21:00:00+00,389,3137,6768,15114,11797,8427,6038,3594,1818,1287,0,474,3265,6253,13798,12014,8390,6161,3632,1616,818,0,872,6452,13089,29094,23945,16903,12256,7256,3445,2111,0,58369,56421,633,3.043,7.996,55.051,13.514,19.874,37.823,40.552,21.625,543,Past,0.396,0.125
2021/10/01 21:00:00+00,389,3156,6782,15139,11827,8446,6045,3601,1822,1291,0,476,3278,6267,13823,12037,8403,6173,3636,1618,820,0,874,6485,13117,29146,23999,16935,12275,7267,3452,2117,0,58498,56531,638,3.037,8.016,55.054,13.5,19.874,37.855,40.516,21.628,544,Active,0.396,0.125
2021/10/02 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,Past,,
2021/10/03 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,Past,,
2021/10/04 21:00:00+00,390,3174,6795,15169,11856,8461,6063,3610,1825,1294,0,476,3296,6287,13846,12073,8419,6185,3645,1622,821,0,875,6522,13150,29199,24064,16967,12305,7285,3459,2121,0,58637,56670,640,3.032,8.032,55.074,13.476,19.867,37.898,40.466,21.635,547,Past,0.395,0.124
2021/10/05 21:00:00+00,390,3192,6822,15192,11884,8477,6078,3616,1829,1296,0,478,3319,6315,13870,12109,8442,6198,3652,1625,824,0,877,6563,13205,29247,24128,17006,12333,7298,3465,2126,0,58776,56832,640,3.031,8.03,55.089,13.467,19.864,37.932,40.43,21.638,548,Past,0.394,0.124
2021/10/06 21:00:00+00,395,3198,6829,15202,11899,8488,6087,3619,1831,1297,0,480,3331,6325,13881,12121,8453,6204,3656,1628,825,0,884,6581,13223,29267,24155,17028,12348,7305,3470,2128,0,58845,56904,640,3.035,8.026,55.075,13.465,19.882,37.941,40.396,21.663,549,Past,0.393,0.124
2021/10/07 21:00:00+00,397,3215,6839,15221,11924,8509,6094,3627,1834,1299,0,484,3344,6340,13898,12152,8466,6214,3663,1632,826,0,890,6611,13249,29303,24211,17064,12365,7320,3477,2131,0,58959,57019,643,3.032,8.037,55.076,13.459,19.879,37.963,40.376,21.661,550,Past,0.393,0.124
2021/10/08 21:00:00+00,400,3224,6845,15237,11942,8521,6095,3630,1836,1301,0,486,3356,6351,13908,12172,8482,6223,3667,1635,827,0,895,6632,13266,29329,24250,17092,12376,7327,3482,2134,0,59031,57107,645,3.04,8.053,55.064,13.45,19.875,37.98,40.349,21.671,551,Past,0.394,0.123
2021/10/09 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,Past,,
2021/10/10 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,Past,,
2021/10/11 21:00:00+00,401,3244,6859,15276,11988,8549,6101,3641,1837,1305,0,490,3378,6373,13952,12211,8514,6235,3675,1639,828,0,900,6674,13302,29411,24335,17153,12394,7346,3487,2139,0,59201,57295,645,3.038,8.067,55.062,13.441,19.875,38.004,40.305,21.691,554,Past,0.393,0.123
2021/10/12 21:00:00+00,402,3256,6871,15304,12019,8570,6111,3645,1842,1310,0,491,3394,6393,13974,12233,8528,6251,3683,1642,831,0,902,6702,13335,29463,24388,17187,12420,7358,3495,2147,0,59330,57420,647,3.037,8.069,55.069,13.446,19.863,38.025,40.281,21.694,555,Past,0.393,0.123
2021/10/13 21:00:00+00,402,3264,6899,15364,12077,8614,6141,3654,1844,1313,0,492,3408,6415,14022,12264,8556,6264,3689,1643,833,0,903,6724,13385,29573,24477,17259,12463,7373,3498,2152,0,59572,57586,649,3.039,8.084,55.078,13.431,19.853,38.084,40.22,21.695,556,Past,0.392,0.123
2021/10/14 21:00:00+00,403,3272,6912,15380,12095,8623,6154,3660,1845,1314,0,493,3416,6424,14038,12275,8563,6266,3694,1643,833,0,905,6740,13407,29605,24507,17276,12478,7384,3499,2153,0,59658,57645,651,3.038,8.084,55.085,13.431,19.849,38.122,40.18,21.698,557,Past,0.391,0.123
2021/10/15 21:00:00+00,404,3287,6921,15414,12120,8633,6166,3663,1849,1316,0,493,3433,6436,14058,12287,8572,6270,3697,1644,833,0,906,6772,13430,29659,24544,17295,12494,7391,3504,2155,0,59773,57723,654,3.043,8.079,55.077,13.426,19.861,38.144,40.139,21.717,558,Past,0.392,0.122
2021/10/16 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,Past,,
2021/10/17 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,Past,,
2021/10/18 21:00:00+00,404,3295,6938,15436,12141,8646,6176,3671,1853,1319,0,495,3444,6449,14083,12329,8590,6281,3704,1648,834,0,908,6791,13461,29706,24607,17326,12515,7406,3512,2159,0,59879,57857,655,3.038,8.085,55.101,13.406,19.857,38.158,40.112,21.73,561,Past,0.392,0.122
2021/10/19 21:00:00+00,404,3302,6952,15462,12152,8662,6183,3675,1857,1321,0,494,3452,6458,14104,12342,8603,6290,3708,1649,834,0,907,6806,13484,29755,24634,17355,12531,7414,3517,2161,0,59970,57934,660,3.033,8.09,55.11,13.395,19.859,38.177,40.083,21.74,562,Past,0.391,0.122
2021/10/20 21:00:00+00,404,3305,6959,15485,12160,8668,6187,3678,1859,1322,0,495,3456,6464,14108,12356,8611,6295,3711,1651,836,0,908,6813,13497,29783,24656,17369,12540,7420,3521,2164,0,60027,57983,661,3.029,8.084,55.126,13.396,19.852,38.187,40.059,21.754,563,Past,0.39,0.122
2021/10/21 21:00:00+00,406,3317,6962,15504,12186,8675,6188,3682,1857,1335,0,495,3469,6467,14124,12367,8618,6300,3712,1657,840,0,910,6838,13503,29818,24694,17383,12546,7425,3525,2180,0,60112,58049,661,3.033,8.081,55.128,13.397,19.849,38.21,40.031,21.758,564,Past,0.39,0.122
2021/10/22 21:00:00+00,406,3322,6972,15527,12197,8685,6192,3685,1857,1335,0,496,3478,6473,14137,12383,8628,6303,3717,1658,840,0,911,6852,13519,29853,24721,17403,12553,7433,3526,2180,0,60178,58113,660,3.03,8.079,55.142,13.396,19.841,38.234,39.998,21.769,565,Past,0.391,0.121
2021/10/23 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,Past,,
2021/10/24 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,Past,,
2021/10/25 21:00:00+00,406,3341,6997,15555,12226,8711,6206,3688,1858,1335,0,499,3496,6490,14169,12411,8647,6312,3725,1662,841,0,914,6889,13558,29991,24773,17444,12576,7444,3530,2181,0,60323,58252,645,3,8.1,55.2,13.4,19.8,38.3,40,21.8,568,Past,0.4,0.1
2021/10/26 21:00:00+00,408,3347,7002,15556,12241,8731,6213,3691,1859,1337,0,502,3502,6503,14188,12428,8658,6318,3729,1665,841,0,919,6901,13579,29945,24810,17480,12589,7451,3534,2183,0,60395,58334,662,3.037,8.072,55.163,13.376,19.841,38.256,39.94,21.804,569,Past,0.391,0.121
2021/10/27 21:00:00+00,409,3355,7008,15575,12256,8743,6219,3699,1861,1338,0,505,3519,6506,14196,12437,8671,6325,3732,1667,841,0,923,6926,13588,29962,24834,17505,12602,7462,3538,2184,0,60463,58399,662,3.04,8.071,55.176,13.369,19.832,38.284,39.903,21.813,570,Past,0.392,0.121
2021/10/28 21:00:00+00,409,3361,7013,15581,12267,8747,6226,3703,1865,1339,0,505,3522,6512,14200,12444,8678,6329,3736,1667,842,0,923,6937,13599,29972,24852,17515,12613,7470,3542,2186,0,60511,58435,663,3.04,8.067,55.188,13.364,19.829,38.328,39.856,21.817,571,Past,0.391,0.12
2021/10/29 21:00:00+00,412,3369,7022,15602,12287,8759,6230,3707,1866,1340,0,505,3535,6522,14211,12462,8686,6334,3740,1668,842,0,926,6958,14211,30004,24890,17535,12622,7478,3544,2187,0,60594,58505,663,3.035,8.069,55.15,13.357,19.88,38.3,39.8,21.9,572,Past,0.39,0.12
2021/10/30 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,Past,,
2021/10/31 21:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,Past,,
2021/11/01 21:00:00+00,415,3372,7022,15610,12300,8763,6235,3712,1870,1341,0,504,3539,6525,14220,12475,8692,6339,3740,1668,842,0,928,6965,13621,30021,24916,17545,12632,7483,3548,2188,0,60640,58544,663,3.038,8.065,55.149,13.372,19.868,38.375,39.775,21.85,575,Past,0.388,0.119
2021/11/02 21:00:00+00,415,3389,7042,15650,12332,8786,6250,3719,1874,1342,0,506,3554,6544,14250,12510,8710,6357,3745,1671,842,0,927,6995,13652,30081,24972,17578,12664,7494,3555,2188,0,60799,58689,618,3.041,8.066,55.154,13.367,19.86,38.41,39.72,21.87,576,Past,0.391,0.121
2021/11/03 21:00:00+00,416,3395,7043,15658,12340,8792,6255,3722,1875,1345,0,507,3557,6548,14256,12513,8717,6362,3747,1671,842,0,929,7004,13657,30095,24983,17591,12674,7499,3556,2191,0,60841,58720,618,3.04,8.069,55.145,13.371,19.862,38.432,39.691,21.877,577,Past,0.392,0.121
2021/11/04 21:00:00+00,416,3401,7050,15671,12354,8806,6259,3725,1879,1346,0,506,3563,6556,14267,12525,8727,6367,3748,1671,842,0,928,7016,13673,30119,25009,17615,12683,7504,3560,2192,0,60907,58772,620,3.036,8.068,55.161,13.368,19.853,38.466,39.66,21.873,578,Past,0.393,0.121
